user_id,age,gender,occupation_status,education_level,income_level,relationship_status,living_situation,country_region,ai_chatbot_platform,primary_use_case,daily_ai_chat_hours,human_social_interaction_hours,social_media_hours_daily,screen_time_total_hours,number_of_close_friends,loneliness_score,emotional_attachment_score,real_relationship_satisfaction,prefers_ai_over_humans,sleep_hours,sleep_quality_score,exercise_hours_weekly,anxiety_score,depression_score,stress_score,self_esteem_score,academic_or_work_performance_change,therapy_attendance,dependency_risk_label
U0756,31,Female,Student,Undergraduate,Lower-Middle,Single,With Partner,Asia,ChatGPT,Productivity/Work,0.0,5.25,0.18,1.22,8,1.5,2.6,8.0,No,9.6,10.0,6.1,1.0,1.0,1.4,9.4,Same,Yes,Low
U0757,18,Female,Employed Full-Time,Undergraduate,High,Single,With Family,North America,ChatGPT,Therapy-Substitute,1.71,2.07,3.72,5.5,5,5.5,6.8,5.9,No,8.0,5.2,2.0,9.4,4.8,6.6,5.9,Same,Yes,Low
U0758,26,Female,Student,Postgraduate,Lower-Middle,Married,With Partner,Asia,Replika,Learning,2.9,2.2,4.95,8.26,0,9.2,8.6,5.0,Yes,6.7,2.6,4.2,5.7,8.5,7.7,2.0,Declined,No,High
U0759,43,Male,Student,High School,Lower-Middle,Single,With Partner,Oceania,Claude,Learning,3.85,2.9,2.68,8.63,6,6.0,4.5,6.3,No,6.7,5.4,2.0,2.4,3.9,6.6,5.0,Declined,No,High
U0760,23,Male,Student,Undergraduate,Low,In a Relationship,With Family,Asia,Character.AI,Entertainment,1.22,4.01,1.35,4.03,3,3.3,3.4,6.9,No,7.6,6.3,3.4,1.0,2.1,4.8,5.8,Same,No,Low
U0761,33,Male,Student,High School,Low,In a Relationship,With Family,North America,Replika,Entertainment,0.0,6.76,1.99,3.19,8,4.0,2.2,10.0,No,7.9,7.6,3.1,4.1,1.0,3.3,8.6,Improved,Yes,Low
U0762,26,Female,Student,Undergraduate,Lower-Middle,Single,With Roommates,North America,ChatGPT,Learning,0.0,5.82,0.83,2.92,9,1.5,2.5,7.9,No,7.7,9.2,6.0,5.5,1.9,4.0,6.5,Improved,No,Low
U0763,23,Female,Student,Graduate,Lower-Middle,Single,With Family,Europe,Claude,Companionship,2.07,2.54,4.6,7.98,4,5.0,5.7,4.9,Yes,6.4,4.0,0.4,4.9,4.7,4.2,5.1,Declined,No,Moderate
U0764,21,Male,Employed Part-Time,Undergraduate,Low,Married,With Roommates,Asia,Claude,Companionship,0.2,6.51,0.91,4.4,3,2.2,3.3,6.2,No,7.4,10.0,6.5,3.3,3.8,2.7,7.3,Improved,No,Low
U0765,42,Non-binary,Employed Full-Time,Postgraduate,High,Single,Alone,North America,ChatGPT,Productivity/Work,0.0,4.55,0.26,1.64,5,3.3,1.4,4.1,No,9.6,7.6,7.9,2.9,2.5,3.6,8.0,Improved,No,Low
U0766,28,Male,Employed Full-Time,Undergraduate,Upper-Middle,Married,Alone,Asia,Replika,Entertainment,2.98,3.46,1.3,7.78,7,2.5,3.7,8.7,No,7.3,6.3,6.7,2.3,3.9,5.5,5.1,Same,No,Low
U0767,34,Female,Student,Undergraduate,Lower-Middle,Married,With Roommates,South America,ChatGPT,Productivity/Work,3.84,1.52,2.84,8.65,2,9.7,9.8,2.0,Yes,5.6,2.1,0.4,9.1,7.7,7.0,3.1,Declined,No,High
U0768,33,Female,Freelancer,High School,Upper-Middle,Single,With Family,Asia,ChatGPT,Entertainment,2.81,3.3,2.95,7.1,5,7.7,6.8,5.9,Yes,5.5,5.7,0.4,7.5,6.4,8.6,3.6,Declined,No,High
U0769,40,Female,Student,Undergraduate,Low,In a Relationship,Alone,Africa,ChatGPT,Companionship,1.09,5.67,2.32,4.69,2,5.9,4.4,4.2,Yes,6.7,5.7,2.7,3.6,5.3,6.6,3.4,Declined,No,Moderate
U0770,29,Female,Student,Undergraduate,Lower-Middle,In a Relationship,With Family,South America,ChatGPT,Companionship,0.73,2.25,3.71,7.96,3,5.0,4.6,5.8,No,7.5,6.2,5.1,5.3,3.6,2.8,6.3,Same,No,Low
U0771,30,Female,Employed Full-Time,High School,Upper-Middle,Single,With Family,Asia,ChatGPT,Entertainment,2.17,1.34,3.93,8.8,3,7.1,4.6,5.5,No,6.7,4.6,5.1,5.5,5.7,5.8,4.2,Same,No,Low
U0772,35,Male,Student,Undergraduate,Upper-Middle,Married,Alone,Europe,Character.AI,Companionship,0.9,4.39,2.17,4.3,7,5.2,5.5,4.6,No,7.0,7.3,5.1,4.0,1.2,3.6,4.1,Same,No,Moderate
U0773,19,Female,Student,Undergraduate,Upper-Middle,Married,With Roommates,Asia,Character.AI,Productivity/Work,1.46,5.02,5.19,8.77,4,5.2,3.2,8.1,Yes,7.7,6.3,5.3,2.9,5.0,6.6,7.5,Same,Yes,Low
U0774,17,Male,Employed Full-Time,Graduate,Lower-Middle,Single,With Family,Africa,Character.AI,Companionship,3.0,3.24,3.0,5.65,0,6.5,6.0,4.3,Yes,6.8,5.3,6.7,5.8,7.4,3.6,4.3,Declined,Yes,Moderate
U0775,26,Female,Unemployed,Graduate,High,In a Relationship,Alone,North America,ChatGPT,Productivity/Work,1.26,4.84,2.17,4.1,8,4.3,5.0,7.2,No,7.8,7.5,3.6,3.4,4.6,5.1,7.0,Same,No,Low
U0776,39,Female,Employed Full-Time,Graduate,Low,Married,With Roommates,Asia,ChatGPT,Entertainment,0.62,4.18,0.03,1.9,6,3.7,1.0,10.0,No,8.5,10.0,4.3,3.4,3.0,3.1,8.8,Improved,No,Low
U0777,34,Female,Employed Full-Time,High School,Upper-Middle,Divorced/Separated,With Family,North America,Character.AI,Productivity/Work,3.53,1.47,3.86,8.62,3,8.9,7.9,4.1,No,5.9,4.9,0.5,7.4,6.9,8.4,1.9,Declined,No,High
U0778,41,Male,Freelancer,High School,High,In a Relationship,With Family,Asia,Character.AI,Therapy-Substitute,0.0,6.18,0.93,4.14,4,1.0,1.0,9.6,Yes,8.2,10.0,6.9,1.0,1.0,2.2,10.0,Improved,No,Low
U0779,35,Female,Student,Graduate,Low,In a Relationship,With Partner,Oceania,ChatGPT,Companionship,3.32,4.09,2.83,6.24,2,8.8,7.8,5.5,Yes,5.9,3.8,1.9,7.5,5.7,10.0,1.0,Declined,Yes,High
U0780,18,Female,Student,Undergraduate,Upper-Middle,Single,With Roommates,Asia,Claude,Entertainment,2.27,4.0,2.51,5.35,3,6.3,5.1,4.9,No,7.1,6.0,4.6,5.3,6.3,7.0,4.6,Same,No,High
U0781,35,Female,Student,High School,Low,Divorced/Separated,Alone,Europe,Replika,Productivity/Work,0.98,5.67,1.86,5.29,4,3.4,1.3,8.1,No,8.7,9.2,4.5,2.3,1.1,1.1,7.3,Same,No,Low
U0782,37,Male,Employed Full-Time,Graduate,Lower-Middle,Single,With Roommates,North America,Claude,Therapy-Substitute,1.71,2.9,2.0,5.94,5,6.6,4.9,5.7,No,6.7,5.6,4.9,5.4,3.6,6.7,5.0,Improved,No,Low
U0783,30,Male,Student,Graduate,Lower-Middle,In a Relationship,With Family,Africa,Character.AI,Entertainment,0.49,4.89,1.34,3.47,2,3.6,2.3,5.3,No,7.2,8.4,3.9,3.3,3.4,4.5,8.3,Same,No,Low
U0784,39,Male,Unemployed,Undergraduate,Lower-Middle,Single,Alone,Asia,ChatGPT,Companionship,3.32,1.93,4.09,11.47,1,6.0,6.6,2.6,Yes,5.7,3.9,2.8,5.4,5.7,8.1,4.8,Declined,No,High
U0785,21,Male,Employed Full-Time,High School,High,Single,Alone,North America,Replika,Learning,2.83,4.9,2.01,7.45,5,7.1,5.7,3.7,Yes,5.1,5.6,3.0,4.4,6.0,6.0,2.8,Declined,No,High
U0786,27,Female,Employed Full-Time,Graduate,Upper-Middle,Single,Alone,North America,ChatGPT,Therapy-Substitute,3.34,2.48,1.87,8.43,2,5.4,5.0,3.8,No,5.6,6.3,0.9,5.4,2.8,4.5,3.6,Declined,No,Moderate
U0787,35,Male,Student,Undergraduate,Lower-Middle,Divorced/Separated,With Family,Europe,Character.AI,Productivity/Work,2.54,2.38,3.42,7.91,2,5.5,6.5,4.1,No,5.6,4.4,2.9,7.5,5.3,4.8,7.2,Declined,Yes,Moderate
U0788,24,Prefer not to say,Employed Part-Time,Graduate,Upper-Middle,Single,With Family,Asia,ChatGPT,Companionship,0.52,2.65,3.23,5.21,4,5.9,3.6,7.3,No,6.5,4.9,5.0,4.1,4.7,6.1,5.6,Same,Yes,Moderate
U0789,40,Male,Freelancer,Graduate,High,In a Relationship,With Family,Asia,Claude,Learning,4.73,2.15,4.57,10.77,1,8.5,10.0,1.9,No,6.2,3.0,0.4,7.4,7.2,9.0,1.7,Declined,No,High
U0790,21,Male,Employed Part-Time,Graduate,Low,Single,With Partner,Asia,ChatGPT,Entertainment,2.63,2.7,3.5,9.06,3,5.5,7.3,3.8,Yes,5.2,1.1,5.4,6.0,5.5,6.4,5.1,Declined,No,High
U0791,28,Female,Student,Undergraduate,High,Single,Alone,Europe,Other/Multiple,Companionship,1.12,6.04,1.72,5.61,5,5.0,4.6,6.3,Yes,7.3,7.1,4.6,1.5,4.1,1.0,4.8,Same,No,Low
U0792,40,Female,Employed Full-Time,High School,Low,Single,Alone,Asia,Claude,Productivity/Work,2.7,3.88,4.32,8.81,1,6.3,5.5,7.7,No,7.2,3.5,2.1,7.5,5.2,7.7,6.1,Declined,No,High
U0793,19,Female,Student,Graduate,Upper-Middle,In a Relationship,With Family,Europe,Character.AI,Entertainment,2.48,2.41,4.08,9.03,2,7.3,5.3,6.5,No,5.7,8.9,2.1,6.5,5.7,3.8,3.7,Declined,No,Moderate
U0794,17,Female,Student,Undergraduate,Lower-Middle,Single,With Family,Asia,Replika,Therapy-Substitute,1.03,5.16,2.29,6.28,3,5.7,1.9,6.2,No,6.7,8.2,6.4,4.9,3.2,7.2,7.1,Same,Yes,Moderate
U0795,37,Female,Student,Graduate,Low,Single,With Roommates,South America,Character.AI,Entertainment,0.0,3.13,1.88,3.32,4,4.5,3.1,7.0,Yes,6.0,7.2,3.2,4.1,3.3,2.7,6.1,Same,No,Low
U0796,43,Male,Employed Full-Time,High School,Lower-Middle,Single,Alone,Africa,Claude,Productivity/Work,2.28,1.95,3.75,7.68,2,5.2,7.1,1.8,Yes,5.3,5.9,3.0,6.0,8.4,7.1,1.8,Declined,No,High
U0797,25,Prefer not to say,Employed Full-Time,High School,Upper-Middle,Single,Alone,North America,Character.AI,Entertainment,2.38,4.13,1.76,6.58,4,2.6,4.6,5.8,No,8.2,7.4,5.3,4.1,4.7,5.3,6.2,Same,No,Low
U0798,25,Prefer not to say,Student,Graduate,Lower-Middle,Divorced/Separated,With Family,North America,Claude,Productivity/Work,2.18,2.58,2.61,5.0,0,4.8,6.0,4.7,No,7.3,4.6,4.5,4.4,3.1,5.9,6.6,Same,Yes,Moderate
U0799,32,Female,Student,Graduate,Low,Married,With Roommates,Asia,Character.AI,Companionship,4.85,3.52,3.41,10.73,3,8.0,8.6,4.2,Yes,8.0,3.2,1.5,6.8,6.5,7.8,1.0,Declined,No,High
U0800,29,Male,Employed Full-Time,Postgraduate,Lower-Middle,Single,With Family,Asia,Other/Multiple,Therapy-Substitute,3.96,3.49,4.93,9.77,0,10.0,10.0,1.0,No,4.6,3.2,2.2,9.1,8.8,9.5,1.0,Declined,Yes,High
U0801,26,Female,Student,Graduate,High,In a Relationship,With Family,Asia,Character.AI,Learning,0.79,4.28,1.52,5.25,3,4.2,2.2,9.2,No,8.7,6.3,4.9,4.8,3.2,3.6,8.5,Same,No,Low
U0802,23,Male,Student,Undergraduate,Lower-Middle,Married,Alone,Europe,Character.AI,Productivity/Work,2.14,3.59,2.8,9.09,6,7.7,4.0,6.4,No,6.5,7.4,1.7,6.5,4.6,4.4,6.9,Same,Yes,Moderate
U0803,24,Male,Student,Graduate,Low,Single,With Family,North America,Claude,Productivity/Work,1.14,3.79,3.39,5.84,1,3.4,3.5,4.7,No,6.5,7.2,5.7,3.6,4.2,4.3,6.4,Same,Yes,Low
U0804,40,Male,Employed Part-Time,Graduate,Lower-Middle,Married,With Family,Africa,Claude,Therapy-Substitute,1.24,3.34,2.22,4.1,1,5.4,5.2,5.8,Yes,9.4,6.0,3.0,4.5,4.2,5.3,6.9,Same,No,Low
U0805,26,Female,Student,Undergraduate,Low,Married,With Roommates,North America,Character.AI,Productivity/Work,1.75,3.85,2.06,5.64,7,5.3,7.6,6.2,No,6.0,6.0,3.3,5.5,2.1,3.5,5.8,Same,No,Low
U0806,31,Female,Student,Undergraduate,Upper-Middle,Single,With Roommates,Europe,ChatGPT,Entertainment,0.51,3.22,2.72,4.96,5,4.2,1.9,7.7,No,8.8,8.4,5.1,2.3,4.6,4.5,7.1,Same,No,Low
U0807,43,Female,Student,High School,Upper-Middle,Single,With Partner,North America,Character.AI,Entertainment,0.28,5.71,1.42,4.36,5,4.3,2.3,8.7,No,7.9,9.7,4.7,2.0,1.1,2.7,9.7,Same,Yes,Low
U0808,20,Female,Freelancer,Undergraduate,Lower-Middle,Divorced/Separated,Alone,North America,Other/Multiple,Companionship,2.36,3.98,3.89,8.48,2,10.0,10.0,3.6,Yes,4.8,3.9,3.0,8.4,8.0,9.0,2.2,Declined,Yes,High
U0809,21,Male,Employed Full-Time,Graduate,Lower-Middle,In a Relationship,With Family,Asia,Replika,Learning,3.61,1.32,4.49,9.8,3,6.4,4.9,5.8,No,5.3,5.4,1.6,5.6,5.6,5.7,4.8,Same,No,Moderate
U0810,28,Male,Employed Full-Time,Undergraduate,Upper-Middle,Single,With Family,North America,Claude,Entertainment,0.19,3.29,1.52,3.8,5,5.1,4.0,7.9,No,7.4,8.0,3.6,4.4,2.2,5.0,7.8,Improved,No,Low
U0811,27,Male,Student,High School,Lower-Middle,Single,With Partner,North America,ChatGPT,Entertainment,0.37,3.07,0.94,2.2,4,6.2,5.1,4.8,No,5.7,3.3,5.3,5.4,4.6,6.4,4.3,Same,No,High
U0812,22,Prefer not to say,Employed Full-Time,Undergraduate,Upper-Middle,Single,Alone,Europe,Character.AI,Therapy-Substitute,3.87,2.53,3.62,10.33,1,7.7,8.8,2.0,Yes,5.5,5.0,1.8,4.7,6.9,7.9,4.2,Declined,No,High
U0813,24,Male,Student,High School,Upper-Middle,In a Relationship,With Roommates,Africa,Replika,Entertainment,0.17,5.76,3.33,7.12,6,3.3,2.1,7.3,No,5.8,7.8,3.4,1.8,4.0,4.1,7.8,Improved,No,Low
U0814,23,Female,Employed Full-Time,High School,Upper-Middle,In a Relationship,With Family,Asia,Claude,Companionship,1.63,4.58,2.39,4.83,3,4.9,4.7,4.9,No,7.2,5.2,3.9,6.6,1.8,3.7,4.2,Same,No,Low
U0815,32,Female,Unemployed,Undergraduate,Lower-Middle,Divorced/Separated,Alone,Asia,ChatGPT,Productivity/Work,0.0,3.84,0.59,1.02,5,1.9,2.6,8.9,No,6.6,9.7,6.3,2.3,1.0,4.2,8.4,Improved,No,Low
U0816,41,Male,Employed Full-Time,Postgraduate,Lower-Middle,Single,With Family,North America,Claude,Entertainment,1.86,3.46,2.41,5.87,3,3.7,4.1,6.2,No,7.0,7.4,1.8,1.0,3.4,4.1,4.6,Same,No,Moderate
U0817,40,Female,Unemployed,Undergraduate,High,In a Relationship,Alone,North America,Character.AI,Companionship,3.65,2.42,4.13,8.56,5,6.5,5.3,6.9,No,5.3,4.2,5.7,3.9,7.1,5.8,4.9,Same,No,High
U0818,16,Female,Employed Part-Time,High School,Lower-Middle,In a Relationship,With Partner,Asia,ChatGPT,Companionship,0.0,5.16,1.3,2.03,7,2.9,1.9,7.6,No,8.9,8.6,8.0,3.1,2.5,1.8,7.7,Improved,No,Low
U0819,19,Female,Student,High School,Upper-Middle,Single,With Partner,Europe,ChatGPT,Entertainment,1.88,4.22,2.9,5.38,6,5.4,1.5,5.1,No,5.2,6.9,4.4,3.4,1.6,3.8,5.3,Declined,No,Low
U0820,43,Female,Unemployed,Graduate,Low,Single,Alone,Oceania,ChatGPT,Entertainment,3.11,1.75,3.11,8.02,3,7.1,5.4,5.2,No,6.2,5.0,2.7,2.9,5.5,8.3,2.3,Declined,No,High
U0821,19,Male,Student,Undergraduate,Upper-Middle,Divorced/Separated,Alone,Africa,Character.AI,Companionship,0.15,2.91,3.69,5.43,3,8.3,7.4,4.9,Yes,7.1,7.4,3.3,6.9,6.1,6.2,3.9,Same,Yes,Moderate
U0822,20,Male,Employed Full-Time,Graduate,Lower-Middle,Married,With Partner,Asia,ChatGPT,Entertainment,0.0,5.85,1.52,3.9,5,5.1,1.5,7.4,No,8.1,8.6,6.7,3.1,4.2,2.7,8.0,Improved,No,Low
U0823,33,Female,Student,Graduate,Low,In a Relationship,With Roommates,South America,ChatGPT,Therapy-Substitute,0.96,2.96,2.48,4.87,5,5.3,4.8,6.3,No,5.6,5.7,4.2,4.3,4.4,5.3,4.8,Declined,No,Low
U0824,22,Female,Student,Graduate,Low,In a Relationship,With Family,Europe,Claude,Productivity/Work,2.58,3.19,3.32,6.68,3,7.4,6.0,4.5,No,5.0,4.7,3.7,7.1,3.8,6.0,3.2,Declined,No,High
U0825,30,Male,Employed Full-Time,Undergraduate,Upper-Middle,Single,Alone,North America,ChatGPT,Entertainment,1.91,5.58,2.07,5.96,2,7.8,5.6,7.8,No,7.6,5.3,5.9,3.8,4.6,6.1,5.8,Same,No,Moderate
U0826,27,Female,Student,Graduate,Upper-Middle,In a Relationship,With Family,North America,ChatGPT,Productivity/Work,3.2,4.79,2.21,6.36,3,8.6,8.7,2.6,Yes,6.1,5.0,4.4,5.9,6.2,7.1,2.7,Declined,Yes,High
U0827,15,Female,Employed Full-Time,Undergraduate,Lower-Middle,In a Relationship,Alone,South America,Character.AI,Companionship,0.49,2.49,1.89,4.89,5,4.6,2.5,6.4,No,6.4,7.0,3.3,2.7,3.3,4.3,8.2,Improved,No,Low
U0828,36,Female,Employed Full-Time,Postgraduate,Low,In a Relationship,Alone,North America,Character.AI,Productivity/Work,1.87,3.66,1.62,3.83,4,3.7,5.0,5.3,Yes,7.4,5.5,4.8,3.1,5.7,4.6,6.5,Same,No,Moderate
U0829,34,Male,Student,Undergraduate,Upper-Middle,Divorced/Separated,Alone,North America,Replika,Productivity/Work,0.0,8.2,1.93,1.77,7,1.8,1.4,10.0,No,7.3,8.8,7.1,2.7,1.9,2.7,7.9,Same,No,Low
U0830,31,Female,Student,Undergraduate,Low,In a Relationship,With Family,North America,Character.AI,Productivity/Work,0.0,6.24,0.86,1.25,6,1.0,1.9,8.3,Yes,7.5,9.5,6.3,1.9,1.3,2.5,10.0,Same,No,Low
U0831,21,Female,Employed Full-Time,Undergraduate,Lower-Middle,Single,With Family,Europe,Claude,Entertainment,3.14,3.16,4.7,9.42,2,8.4,6.4,4.9,No,5.7,5.3,4.0,5.5,7.6,6.3,4.3,Same,No,High
U0832,39,Male,Student,High School,Low,Married,Alone,Asia,Character.AI,Entertainment,0.67,5.29,2.19,4.57,4,4.2,7.1,4.4,Yes,6.3,6.6,3.5,5.4,3.7,4.5,4.4,Same,No,Low
U0833,27,Male,Employed Part-Time,Graduate,Low,Single,With Partner,Africa,ChatGPT,Therapy-Substitute,0.27,4.73,2.02,4.43,7,3.9,3.2,8.1,No,6.6,8.1,2.7,1.7,1.6,3.6,8.3,Improved,No,Low
U0834,18,Prefer not to say,Employed Full-Time,High School,Low,Single,With Roommates,Europe,ChatGPT,Entertainment,0.21,5.88,0.0,1.65,6,3.7,4.1,7.3,No,8.0,10.0,8.1,3.2,2.1,3.7,10.0,Improved,No,Low
U0835,18,Male,Unemployed,Undergraduate,Lower-Middle,Single,With Family,Europe,Character.AI,Companionship,2.28,2.88,2.22,5.66,3,5.9,5.4,5.2,No,7.8,6.5,1.0,6.5,4.2,7.0,5.6,Same,No,High
U0836,20,Female,Employed Full-Time,Undergraduate,Low,Single,With Partner,Asia,Character.AI,Companionship,0.0,5.86,0.0,3.43,5,2.0,1.0,9.9,No,6.8,8.8,8.3,1.0,1.0,3.6,7.9,Same,No,Low
U0837,42,Female,Employed Full-Time,Graduate,Lower-Middle,Married,With Partner,Europe,Replika,Entertainment,3.22,3.33,4.57,10.96,4,7.4,6.8,1.7,Yes,6.0,6.2,2.7,7.0,5.1,6.9,2.6,Same,No,High
U0838,33,Male,Employed Full-Time,Graduate,Lower-Middle,In a Relationship,With Family,Asia,Character.AI,Companionship,1.63,4.37,2.49,7.11,4,7.0,6.9,5.4,No,6.5,4.4,5.3,4.3,3.4,3.3,4.7,Declined,No,High
U0839,43,Female,Student,Graduate,Lower-Middle,Married,With Family,Asia,Character.AI,Companionship,0.0,5.17,2.37,4.68,5,2.6,1.0,8.3,No,8.4,8.4,5.8,2.9,2.3,5.4,10.0,Improved,Yes,Low
U0840,26,Male,Student,Graduate,Lower-Middle,In a Relationship,With Roommates,North America,ChatGPT,Therapy-Substitute,1.52,3.4,0.0,3.91,7,6.0,4.1,6.4,No,7.8,7.1,5.3,5.4,4.3,5.2,4.3,Declined,No,Low
U0841,36,Female,Employed Part-Time,High School,Upper-Middle,Single,With Partner,North America,ChatGPT,Productivity/Work,4.24,0.0,6.7,12.13,1,10.0,10.0,1.0,Yes,5.0,2.5,1.5,10.0,10.0,9.0,1.9,Declined,No,High
U0842,21,Male,Employed Full-Time,High School,Low,Married,With Partner,Europe,Character.AI,Entertainment,3.02,2.3,3.62,8.78,1,5.6,8.2,2.9,Yes,5.6,5.1,1.6,6.3,7.1,7.0,3.6,Declined,Yes,High
U0843,41,Female,Employed Part-Time,Graduate,Lower-Middle,Single,With Partner,Asia,Character.AI,Productivity/Work,0.14,5.86,2.01,3.21,5,3.3,1.6,9.2,No,8.1,7.3,5.2,3.8,2.0,3.1,8.7,Improved,No,Low
U0844,24,Male,Employed Part-Time,Undergraduate,Low,Single,Alone,North America,Character.AI,Companionship,2.02,3.67,2.15,5.12,2,6.6,5.2,6.0,No,5.0,4.5,2.9,7.4,6.7,5.2,3.1,Same,No,High
U0845,40,Male,Unemployed,Undergraduate,Low,In a Relationship,Alone,Asia,ChatGPT,Productivity/Work,0.0,4.56,1.61,1.99,8,2.8,2.1,7.5,No,6.1,9.2,6.7,3.6,1.0,3.3,8.4,Improved,No,Low
U0846,33,Non-binary,Unemployed,High School,Lower-Middle,Single,With Family,Oceania,Replika,Therapy-Substitute,0.51,3.6,0.75,3.67,7,1.5,1.0,10.0,No,10.0,8.7,5.9,1.1,1.0,2.5,7.5,Improved,Yes,Low
U0847,21,Male,Employed Full-Time,Undergraduate,Lower-Middle,Single,With Family,North America,Claude,Productivity/Work,1.71,3.93,1.24,5.11,5,4.9,5.6,2.8,No,6.3,7.7,4.5,5.3,3.0,4.8,5.1,Same,No,Moderate
U0848,44,Female,Student,High School,Upper-Middle,In a Relationship,Alone,Europe,ChatGPT,Productivity/Work,0.85,4.32,1.84,4.39,6,6.3,6.7,5.2,No,6.2,5.2,1.8,7.3,6.8,2.9,5.8,Same,No,Low
U0849,17,Male,Employed Full-Time,Graduate,Lower-Middle,In a Relationship,With Roommates,Asia,Character.AI,Entertainment,3.26,2.63,2.09,6.91,1,5.9,3.7,2.7,No,6.9,4.7,1.1,5.8,5.6,6.1,3.1,Same,No,High
U0850,27,Female,Student,High School,High,Single,Alone,Asia,Other/Multiple,Learning,2.99,1.65,3.71,6.86,4,5.4,6.5,4.8,Yes,6.7,3.1,3.1,7.8,6.5,5.1,4.8,Declined,No,High
U0851,27,Male,Employed Full-Time,Undergraduate,Low,Divorced/Separated,With Roommates,Oceania,ChatGPT,Companionship,2.51,2.87,2.36,7.12,4,6.5,3.3,4.7,No,7.5,6.7,3.7,5.7,4.3,5.2,5.1,Declined,No,High
U0852,32,Non-binary,Employed Full-Time,High School,Low,In a Relationship,With Family,Asia,Character.AI,Productivity/Work,0.11,6.1,0.0,1.8,6,2.7,1.0,7.9,No,9.0,9.8,4.4,1.0,1.6,2.5,7.9,Improved,No,Low
U0853,42,Male,Employed Full-Time,Graduate,Low,Married,Alone,North America,ChatGPT,Productivity/Work,1.43,5.31,2.81,7.14,4,4.1,3.8,5.2,No,5.7,3.9,4.9,3.5,4.8,4.2,5.2,Same,Yes,Low
U0854,44,Male,Student,Undergraduate,Low,Single,With Family,Europe,Character.AI,Learning,3.26,2.68,1.3,6.7,4,6.9,5.3,3.0,Yes,7.5,5.3,3.8,4.7,4.1,6.1,4.6,Same,No,High
U0855,40,Male,Student,Graduate,Lower-Middle,In a Relationship,Alone,Asia,ChatGPT,Learning,1.7,4.57,4.27,8.68,5,7.0,8.2,5.2,No,7.1,5.2,3.7,5.3,4.9,5.9,5.1,Same,No,Moderate
U0856,34,Male,Employed Full-Time,Graduate,Upper-Middle,Married,With Roommates,South America,Other/Multiple,Companionship,2.41,4.74,4.67,9.08,2,6.5,6.0,6.9,Yes,7.2,7.1,3.8,4.7,4.5,4.7,5.7,Same,No,Low
U0857,42,Female,Student,Undergraduate,Low,In a Relationship,With Roommates,North America,Replika,Entertainment,2.1,2.46,1.52,5.8,6,6.0,6.9,7.9,No,7.1,5.8,1.7,5.4,4.3,4.3,5.1,Same,No,Moderate
U0858,22,Male,Unemployed,Postgraduate,High,In a Relationship,With Partner,Asia,Claude,Productivity/Work,0.8,4.91,3.86,7.6,5,6.2,5.1,5.2,No,4.8,5.0,1.7,6.8,6.3,3.5,5.0,Same,No,Low
U0859,43,Female,Student,Postgraduate,Upper-Middle,Single,With Family,Asia,Replika,Companionship,0.0,6.46,0.88,2.69,7,1.3,1.0,10.0,No,8.2,10.0,6.9,1.0,1.0,2.1,9.7,Improved,No,Low
U0860,23,Male,Student,Graduate,Lower-Middle,Single,Alone,Asia,Character.AI,Companionship,2.9,1.52,3.15,8.52,1,8.4,9.2,5.2,Yes,5.3,6.3,1.4,6.5,5.9,6.3,5.5,Declined,Yes,High
U0861,21,Male,Student,Graduate,Low,In a Relationship,With Family,Africa,Character.AI,Productivity/Work,1.14,5.88,1.94,4.63,6,3.5,4.8,5.6,No,6.1,6.5,3.0,4.0,2.7,2.8,6.8,Improved,No,Low
U0862,15,Female,Employed Full-Time,High School,Low,Single,Alone,Europe,Claude,Productivity/Work,2.07,3.1,3.86,7.8,4,8.9,6.9,3.6,Yes,6.1,5.7,3.6,3.7,6.7,7.7,4.5,Same,No,High
U0863,17,Female,Employed Full-Time,Undergraduate,Low,Married,With Partner,Asia,Other/Multiple,Companionship,0.0,4.59,0.15,3.75,9,1.0,1.0,10.0,No,9.4,10.0,9.8,1.0,1.0,1.5,9.1,Improved,Yes,Low
U0864,27,Male,Student,High School,Low,Single,With Roommates,Asia,Character.AI,Therapy-Substitute,3.84,1.47,1.57,8.05,2,9.5,7.4,2.4,No,6.1,1.5,1.4,7.6,5.3,6.4,2.3,Same,No,High
U0865,42,Male,Student,High School,Lower-Middle,Divorced/Separated,With Partner,Europe,Other/Multiple,Productivity/Work,0.0,4.32,3.42,4.88,8,1.5,2.0,8.6,No,8.2,10.0,8.5,2.3,2.1,2.2,7.1,Improved,No,Low
U0866,44,Male,Student,Postgraduate,Low,Divorced/Separated,With Family,Europe,Character.AI,Therapy-Substitute,3.55,0.52,5.47,11.45,1,10.0,10.0,1.0,No,4.8,1.0,0.8,9.3,9.2,10.0,1.0,Declined,Yes,High
U0867,39,Female,Student,Undergraduate,Lower-Middle,Single,With Partner,North America,Character.AI,Productivity/Work,3.4,1.22,4.57,8.69,0,10.0,8.4,1.1,No,5.9,4.2,2.3,8.9,9.7,8.4,1.0,Declined,Yes,High
U0868,42,Female,Employed Full-Time,Graduate,High,Single,With Family,North America,Character.AI,Companionship,0.08,5.2,0.46,2.32,5,1.0,1.8,10.0,No,7.7,9.7,7.0,1.0,2.2,2.2,8.5,Improved,No,Low
